seg_id,time_to_failure
seg_00030f,4.23878401514528
seg_0012b5,5.051256449258631
seg_00184e,6.300150906582472
seg_003339,9.117485473803722
seg_0042cc,7.153903159280719
seg_004314,2.3715527442325586
seg_004cd2,7.748854652311644
seg_004ee5,3.7503653707834737
seg_004f1f,4.764196018546667
seg_00648a,2.3280204926001486
seg_006e4a,2.6297300125429137
seg_007a37,4.481567857752223
seg_00a37e,4.036258613521367
seg_00be11,2.853775174922191
seg_00c35b,8.312567051175034
seg_00cc91,4.444012490532212
seg_00e5f7,6.419751157084326
seg_00f3b9,3.1782515180958226
seg_010eab,6.824801406962311
seg_0125d9,4.726977757207733
seg_0144cb,4.757902098622604
seg_0165c6,9.288792678799812
seg_016913,3.6418818311047034
seg_016cdb,4.87411317777463
seg_017314,6.621851561689303
seg_01a8dc,4.935718883749607
seg_01c775,8.175211219840115
seg_01ecb0,4.176118954279554
seg_02042f,2.369877988981818
seg_025e78,6.082425645072362
seg_032822,3.941195634803255
seg_0339ca,4.923491771410217
seg_037461,3.8620096856913166
seg_038879,7.658874499209174
seg_03d386,2.2323935065221665
seg_03d63e,4.658328205011505
seg_03d680,8.594328787226257
seg_03f380,4.186288855280278
seg_0445d7,6.525348949741661
seg_046c28,2.0381734935740132
seg_0488a1,6.760264710227494
seg_049957,8.687760474991148
seg_04a696,8.02354236771167
seg_04ae38,4.34520711674735
seg_04b87a,8.178087609647372
seg_04cceb,7.5654547551061615
seg_04ee93,7.792911081109968
seg_04fd93,6.909060927704805
seg_0536c9,4.0876023677123525
seg_055127,6.148662830827368
seg_05a1b0,4.646260818116168
seg_05a4ad,7.682789584433367
seg_05b66a,9.189104864206904
seg_05bef4,2.4211131719260757
seg_05e0d7,3.736748907362564
seg_05f126,8.756855440942095
seg_05f9d6,6.691156784111068
seg_060ce4,2.458917685834766
seg_061a33,8.11218638169564
seg_0620e6,6.585309775234803
seg_063865,6.417007142845911
seg_065588,3.8059008455318244
seg_06893f,2.943053461729808
seg_06b8c9,5.883475362473798
seg_06bbc5,3.6730588708476475
seg_06d4a2,3.9585120284878945
seg_06d7ba,2.960967086591009
seg_070bb0,2.174945401782536
seg_071067,3.466517943694562
seg_073696,9.211854366263477
seg_075340,4.933242664701847
seg_075f77,2.604444294748
seg_0775a7,3.5955502351996698
seg_077b7e,5.276335501572221
seg_079e34,4.41446598699582
seg_07c815,4.514731455895723
seg_07cd72,5.400213967837122
seg_07f37c,3.696805981751928
seg_07f8df,4.891331865673061
seg_07fc6d,7.823845161689775
seg_086a61,8.579307974651837
seg_0870ab,4.760496250456353
seg_0879a8,8.389976350416166
seg_08b136,7.831767100943864
seg_08f441,3.8628405727965287
seg_08fd5b,4.6606405523647725
seg_091c9d,8.566177413383961
seg_093a0a,7.373310912368393
seg_0968f1,6.397355382137386
seg_0981f3,2.27874288031287
seg_09dd59,7.573032392382018
seg_09ed4e,9.284040005234637
seg_09f0ff,4.934074301370235
seg_0a0fbb,10.409716608218478
seg_0a1bd0,6.162942171634958
seg_0a42ba,8.727367493738969
seg_0a45a1,3.696849353448605
seg_0a97c4,6.11308763832802
seg_0aa0fb,7.507613425688442
seg_0b07c7,6.110084065031229
seg_0b082e,8.361295056719953
seg_0b32f7,3.6297653241000973
seg_0b3b94,5.956423918197771
seg_0b48c4,3.7263394654305886
seg_0b4b24,4.297922097310147
seg_0b54ac,3.597334324143141
seg_0b76f5,8.987292233728645
seg_0b9ad8,8.120305177687635
seg_0b9ba3,8.543257996628345
seg_0ba210,9.403817285139278
seg_0ba585,4.584354500806971
seg_0bb5fd,4.788343538689142
seg_0bc877,2.3645984822996886
seg_0be6ee,2.4480416062140598
seg_0c12cc,7.616596296186229
seg_0c1d3a,4.138192464746872
seg_0c247b,6.966967899353881
seg_0c3943,3.642707207989518
seg_0c4e31,2.479895384263494
seg_0c74cf,2.532700970473683
seg_0c8502,8.731898242217826
seg_0c89ce,6.648588499088296
seg_0c9aa8,9.327388595922667
seg_0cb81b,2.756338026270188
seg_0cca14,4.935662362307516
seg_0cdcc8,1.941004938721866
seg_0cf651,3.4374123031060426
seg_0d0250,4.192937293077163
seg_0d04b9,6.096123966431192
seg_0d13a7,3.852036154342849
