seg_id,time_to_failure
seg_00030f,3.758623729261278
seg_0012b5,5.167195108039157
seg_00184e,5.978726403480113
seg_003339,8.221521686135988
seg_0042cc,7.546456268493186
seg_004314,2.7914540426724725
seg_004cd2,7.4116587536823575
seg_004ee5,4.104832387720754
seg_004f1f,4.984462535358484
seg_00648a,2.5242186494824463
seg_006e4a,3.0708597338194985
seg_007a37,5.357867177063207
seg_00a37e,4.1794758452354275
seg_00be11,2.8471257068402416
seg_00c35b,8.53446501352991
seg_00cc91,4.936135692780639
seg_00e5f7,6.864608370084289
seg_00f3b9,3.687092318913769
seg_010eab,6.741310442832547
seg_0125d9,4.270598339974242
seg_0144cb,4.760522829253093
seg_0165c6,8.385372103133928
seg_016913,4.048464501611535
seg_016cdb,5.278682150054973
seg_017314,6.153916961567019
seg_01a8dc,5.091862774491605
seg_01c775,7.436054323839767
seg_01ecb0,4.397712746815385
seg_02042f,2.8968572868466524
seg_025e78,5.796028536569561
seg_032822,4.973775219132292
seg_0339ca,5.137230065439512
seg_037461,4.1950535648345335
seg_038879,7.404478884141713
seg_03d386,2.4945120149855105
seg_03d63e,4.842765285891288
seg_03d680,8.091118587054789
seg_03f380,4.442294833364409
seg_0445d7,6.220450463394445
seg_046c28,2.4998265273123796
seg_0488a1,6.390935086729973
seg_049957,8.632900807800812
seg_04a696,8.028602095334692
seg_04ae38,4.33748046666455
seg_04b87a,7.638574479795594
seg_04cceb,7.020268058928049
seg_04ee93,8.053789356215809
seg_04fd93,5.918952009278458
seg_0536c9,4.8763206374622285
seg_055127,5.776435438721486
seg_05a1b0,4.599226180332371
seg_05a4ad,7.584869475590499
seg_05b66a,9.237515886231341
seg_05bef4,2.525562131507436
seg_05e0d7,4.284447135559344
seg_05f126,8.49469388621652
seg_05f9d6,6.679655432970458
seg_060ce4,2.835360917063304
seg_061a33,7.422609570464249
seg_0620e6,6.875689607290724
seg_063865,6.063608829231474
seg_065588,3.333414644929808
seg_06893f,3.0764684524436845
seg_06b8c9,5.822349470226454
seg_06bbc5,3.6425495432109507
seg_06d4a2,3.85594346290785
seg_06d7ba,3.1504119301711606
seg_070bb0,2.3924328499222183
seg_071067,3.289483931233094
seg_073696,8.862631308840545
seg_075340,5.07700923244195
seg_075f77,3.1489937748448495
seg_0775a7,4.089671421830203
seg_077b7e,5.212056843472576
seg_079e34,4.908712433544467
seg_07c815,4.504867567355946
seg_07cd72,6.039623242917302
seg_07f37c,4.404790087344425
seg_07f8df,4.55800333419465
seg_07fc6d,7.597680823843066
seg_086a61,8.218099132486387
seg_0870ab,5.160155679356018
seg_0879a8,8.530170903868328
seg_08b136,7.752001318030811
seg_08f441,4.638237715203945
seg_08fd5b,4.794296812855165
seg_091c9d,8.644671030671422
seg_093a0a,8.27653166794472
seg_0968f1,6.201479066105929
seg_0981f3,2.464681140588862
seg_09dd59,7.805970720283999
seg_09ed4e,9.668688462391753
seg_09f0ff,5.122739535449019
seg_0a0fbb,10.154201063400063
seg_0a1bd0,5.896961495122683
seg_0a42ba,8.266915503436767
seg_0a45a1,4.088160485378376
seg_0a97c4,6.161691650235666
seg_0aa0fb,7.024670602114538
seg_0b07c7,6.188941083358128
seg_0b082e,7.481534347842468
seg_0b32f7,3.87471694675225
seg_0b3b94,6.618050575985956
seg_0b48c4,4.135810907658739
seg_0b4b24,4.656848533821482
seg_0b54ac,4.073803935048704
seg_0b76f5,10.465834506431225
seg_0b9ad8,7.992338226378488
seg_0b9ba3,7.756607436531603
seg_0ba210,9.783251468559678
seg_0ba585,4.866294827166662
seg_0bb5fd,5.305858457392342
seg_0bc877,2.3541265523392685
seg_0be6ee,2.5721119307916895
seg_0c12cc,7.268071247229372
seg_0c1d3a,4.442384081946916
seg_0c247b,7.135094011670726
seg_0c3943,3.608150902673028
seg_0c4e31,2.329678112980228
seg_0c74cf,2.730416113188493
seg_0c8502,8.05001073043765
seg_0c89ce,6.617358109524586
seg_0c9aa8,8.677568062436084
seg_0cb81b,2.5101846948515396
seg_0cca14,5.163427661633366
seg_0cdcc8,2.5207461807633056
seg_0cf651,3.701559923382048
seg_0d0250,4.256317936847453
seg_0d04b9,5.428029108406976
seg_0d13a7,4.157515090813105
seg_0d434c,9.485709694557414
seg_0d540e,3.6436478299950514
seg_0d663a,7.970505053611187
seg_0d6d68,5.21013864867159
seg_0d762e,6.626251074102629
seg_0d833c,6.813014182919181
seg_0dae4b,4.136065257299929
seg_0dc38f,3.037929174544581
seg_0dcc40,6.631144606412474
seg_0df469,4.182831914314848
seg_0df75c,9.805296890281316
seg_0dfe8c,5.058024854988148
seg_0e1370,2.4016474952762947
seg_0e1fbe,6.173733193883609
seg_0e3739,5.1234662273891205
seg_0e3d44,3.892669438483754
seg_0e3ed2,2.6706331962736276
seg_0e4833,9.94898302190735
seg_0e7cc5,7.226154387051729
seg_0e8b79,9.394597820985293
seg_0e9987,4.950002626149169
seg_0e9bb3,6.455282684952197
seg_0eb333,2.360788941570667
seg_0ebfd9,6.4782382603056465
seg_0f565c,5.175244662789942
seg_0f74a3,6.551913884268357
seg_0f8961,7.538549797808983
seg_0fc67a,7.907663725970403
seg_0fca83,3.1836065472508324
seg_0fd3ff,3.2751982859858417
seg_1010ad,7.030067758643961
seg_103b32,4.739385931336204
seg_105cd9,3.989957669820531
seg_1084af,6.271518929653978
seg_10a595,4.119365385367016
seg_10c09d,8.592453837415658
seg_10f3a6,3.416189823884879
seg_112b81,6.288918329528613
seg_1144bc,9.797510697412655
seg_114b79,5.580578659006599
seg_115617,3.9334001808986443
seg_115a92,3.8600351510187365
seg_11647f,3.2141371119830695
seg_117278,4.92643735994678
seg_117ff4,4.260282173112648
seg_11860f,5.547339383811338
seg_1201e8,4.885005520267096
seg_121446,8.288215104278288
seg_121cba,3.547186823024105
seg_122ba9,4.197381009214185
seg_123dd4,8.52955891521474
seg_12ac20,9.19536116480697
seg_12b9ba,6.976809301071805
seg_12ee6e,5.0533689383820075
seg_130e17,2.696125658545352
seg_13468a,5.028459107551172
seg_136285,6.879210142967933
seg_136695,8.165948130336997
